x,y
-7.899106440750607,43.7588732296366
-7.887406440750608,43.7588732296366
-7.875706440750608,43.7588732296366
-7.700206440750607,43.7588732296366
-7.899106440750607,43.7498532296366
-7.887406440750608,43.7498532296366
-7.700206440750607,43.7498532296366
-7.910806440750608,43.7408332296366
-7.899106440750607,43.7408332296366
-7.723606440750608,43.7408332296366
-7.934206440750607,43.7318132296366
-7.922506440750608,43.7318132296366
-7.899106440750607,43.7318132296366
-7.9459064407506075,43.7227932296366
-7.934206440750607,43.7227932296366
-7.922506440750608,43.7227932296366
-7.910806440750608,43.7227932296366
-7.899106440750607,43.7227932296366
-7.735306440750607,43.7227932296366
-7.723606440750608,43.7227932296366
-7.676806440750608,43.7227932296366
-7.653406440750607,43.7227932296366
-7.969306440750607,43.7137732296366
-7.957606440750608,43.7137732296366
-7.9459064407506075,43.7137732296366
-7.934206440750607,43.7137732296366
-7.922506440750608,43.7137732296366
-7.899106440750607,43.7137732296366
-7.887406440750608,43.7137732296366
-7.735306440750607,43.7137732296366
-7.723606440750608,43.7137732296366
-7.676806440750608,43.7137732296366
-7.665106440750607,43.7137732296366
-7.653406440750607,43.7137732296366
-7.969306440750607,43.7047532296366
-7.957606440750608,43.7047532296366
-7.9459064407506075,43.7047532296366
-7.922506440750608,43.7047532296366
-7.910806440750608,43.7047532296366
-7.782106440750607,43.7047532296366
-7.758706440750608,43.7047532296366
-7.735306440750607,43.7047532296366
-7.7119064407506075,43.7047532296366
-7.676806440750608,43.7047532296366
-7.665106440750607,43.7047532296366
-7.630006440750607,43.7047532296366
-7.536406440750607,43.7047532296366
-7.524706440750608,43.7047532296366
-8.051206440750608,43.6957332296366
-8.039506440750607,43.6957332296366
-8.004406440750607,43.6957332296366
-7.992706440750608,43.6957332296366
-7.969306440750607,43.6957332296366
-7.957606440750608,43.6957332296366
-7.934206440750607,43.6957332296366
-7.922506440750608,43.6957332296366
-7.910806440750608,43.6957332296366
-7.782106440750607,43.6957332296366
-7.770406440750607,43.6957332296366
-7.747006440750607,43.6957332296366
-7.723606440750608,43.6957332296366
-7.7119064407506075,43.6957332296366
-7.700206440750607,43.6957332296366
-7.676806440750608,43.6957332296366
-7.665106440750607,43.6957332296366
-7.548106440750607,43.6957332296366
-7.536406440750607,43.6957332296366
-8.016106440750608,43.6867132296366
-8.004406440750607,43.6867132296366
-7.992706440750608,43.6867132296366
-7.981006440750607,43.6867132296366
-7.969306440750607,43.6867132296366
-7.957606440750608,43.6867132296366
-7.9459064407506075,43.6867132296366
-7.934206440750607,43.6867132296366
-7.758706440750608,43.6867132296366
-7.735306440750607,43.6867132296366
-7.723606440750608,43.6867132296366
-7.7119064407506075,43.6867132296366
-7.665106440750607,43.6867132296366
-7.653406440750607,43.6867132296366
-7.536406440750607,43.6867132296366
-8.016106440750608,43.6776932296366
-7.992706440750608,43.6776932296366
-7.969306440750607,43.6776932296366
-7.934206440750607,43.6776932296366
-7.922506440750608,43.6776932296366
-7.805506440750607,43.6776932296366
-7.758706440750608,43.6776932296366
-7.747006440750607,43.6776932296366
-7.7119064407506075,43.6776932296366
-7.665106440750607,43.6776932296366
-7.641706440750608,43.6776932296366
-7.630006440750607,43.6776932296366
-7.618306440750607,43.6776932296366
-7.559806440750608,43.6776932296366
-7.548106440750607,43.6776932296366
-7.536406440750607,43.6776932296366
-7.4779064407506075,43.6776932296366
-8.016106440750608,43.6686732296366
-8.004406440750607,43.6686732296366
-7.981006440750607,43.6686732296366
-7.969306440750607,43.6686732296366
-7.957606440750608,43.6686732296366
-7.9459064407506075,43.6686732296366
-7.934206440750607,43.6686732296366
-7.922506440750608,43.6686732296366
-7.817206440750607,43.6686732296366
-7.805506440750607,43.6686732296366
-7.758706440750608,43.6686732296366
-7.7119064407506075,43.6686732296366
-7.653406440750607,43.6686732296366
-7.641706440750608,43.6686732296366
-7.630006440750607,43.6686732296366
-7.536406440750607,43.6686732296366
-7.524706440750608,43.6686732296366
-7.4779064407506075,43.6686732296366
-7.466206440750607,43.6686732296366
-7.407706440750607,43.6686732296366
-7.396006440750607,43.6686732296366
-7.384306440750607,43.6686732296366
-8.016106440750608,43.659653229636604
-8.004406440750607,43.659653229636604
-7.957606440750608,43.659653229636604
-7.9459064407506075,43.659653229636604
-7.934206440750607,43.659653229636604
-7.922506440750608,43.659653229636604
-7.910806440750608,43.659653229636604
-7.817206440750607,43.659653229636604
-7.805506440750607,43.659653229636604
-7.770406440750607,43.659653229636604
-7.758706440750608,43.659653229636604
-7.747006440750607,43.659653229636604
-7.700206440750607,43.659653229636604
-7.630006440750607,43.659653229636604
-7.571506440750607,43.659653229636604
-7.559806440750608,43.659653229636604
-7.548106440750607,43.659653229636604
-7.536406440750607,43.659653229636604
-7.524706440750608,43.659653229636604
-7.466206440750607,43.659653229636604
-7.384306440750607,43.659653229636604
-8.027806440750608,43.650633229636604
-8.016106440750608,43.650633229636604
-7.934206440750607,43.650633229636604
-7.922506440750608,43.650633229636604
-7.910806440750608,43.650633229636604
-7.817206440750607,43.650633229636604
-7.805506440750607,43.650633229636604
-7.793806440750608,43.650633229636604
-7.782106440750607,43.650633229636604
-7.770406440750607,43.650633229636604
-7.758706440750608,43.650633229636604
-7.700206440750607,43.650633229636604
-7.688506440750608,43.650633229636604
-7.676806440750608,43.650633229636604
-7.665106440750607,43.650633229636604
-7.653406440750607,43.650633229636604
-7.641706440750608,43.650633229636604
-7.630006440750607,43.650633229636604
-7.571506440750607,43.650633229636604
-7.559806440750608,43.650633229636604
-7.548106440750607,43.650633229636604
-7.536406440750607,43.650633229636604
-7.524706440750608,43.650633229636604
-7.513006440750607,43.650633229636604
-7.501306440750607,43.650633229636604
-7.489606440750608,43.650633229636604
-7.4779064407506075,43.650633229636604
-7.372606440750607,43.650633229636604
-8.027806440750608,43.6416132296366
-8.016106440750608,43.6416132296366
-7.899106440750607,43.6416132296366
-7.887406440750608,43.6416132296366
-7.852306440750607,43.6416132296366
-7.840606440750607,43.6416132296366
-7.8289064407506075,43.6416132296366
-7.817206440750607,43.6416132296366
-7.805506440750607,43.6416132296366
-7.770406440750607,43.6416132296366
-7.758706440750608,43.6416132296366
-7.688506440750608,43.6416132296366
-7.676806440750608,43.6416132296366
-7.641706440750608,43.6416132296366
-7.583206440750607,43.6416132296366
-7.571506440750607,43.6416132296366
-7.559806440750608,43.6416132296366
-7.548106440750607,43.6416132296366
-7.536406440750607,43.6416132296366
-7.524706440750608,43.6416132296366
-7.489606440750608,43.6416132296366
-7.4779064407506075,43.6416132296366
-7.466206440750607,43.6416132296366
-7.3609064407506075,43.6416132296366
-8.086306440750608,43.6325932296366
-8.027806440750608,43.6325932296366
-8.016106440750608,43.6325932296366
-8.004406440750607,43.6325932296366
-7.969306440750607,43.6325932296366
-7.957606440750608,43.6325932296366
-7.9459064407506075,43.6325932296366
-7.934206440750607,43.6325932296366
-7.922506440750608,43.6325932296366
-7.910806440750608,43.6325932296366
-7.899106440750607,43.6325932296366
-7.887406440750608,43.6325932296366
-7.852306440750607,43.6325932296366
-7.840606440750607,43.6325932296366
-7.8289064407506075,43.6325932296366
-7.793806440750608,43.6325932296366
-7.770406440750607,43.6325932296366
-7.5949064407506075,43.6325932296366
-7.583206440750607,43.6325932296366
-7.513006440750607,43.6325932296366
-7.501306440750607,43.6325932296366
-7.466206440750607,43.6325932296366
-7.454506440750608,43.6325932296366
-7.442806440750607,43.6325932296366
-7.419406440750608,43.6325932296366
-7.384306440750607,43.6325932296366
-7.372606440750607,43.6325932296366
-7.3609064407506075,43.6325932296366
-8.086306440750608,43.6235732296366
-8.074606440750607,43.6235732296366
-8.051206440750608,43.6235732296366
-8.039506440750607,43.6235732296366
-8.027806440750608,43.6235732296366
-8.016106440750608,43.6235732296366
-7.969306440750607,43.6235732296366
-7.957606440750608,43.6235732296366
-7.9459064407506075,43.6235732296366
-7.899106440750607,43.6235732296366
-7.887406440750608,43.6235732296366
-7.852306440750607,43.6235732296366
-7.8289064407506075,43.6235732296366
-7.782106440750607,43.6235732296366
-7.735306440750607,43.6235732296366
-7.665106440750607,43.6235732296366
-7.653406440750607,43.6235732296366
-7.536406440750607,43.6235732296366
-7.524706440750608,43.6235732296366
-7.513006440750607,43.6235732296366
-7.501306440750607,43.6235732296366
-7.489606440750608,43.6235732296366
-7.4779064407506075,43.6235732296366
-7.466206440750607,43.6235732296366
-7.454506440750608,43.6235732296366
-7.442806440750607,43.6235732296366
-7.431106440750607,43.6235732296366
