x,y,especie,date,precision
34.982217,32.098839,"Scilla hyacinthoides",2022-03-12,197
34.906307,32.292193,"Scilla hyacinthoides",2022-03-09,72
35.301664,32.876346,"Scilla hyacinthoides",2022-03-09,63
35.113889,33.001111,"Scilla hyacinthoides",2022-03-23,NA
1.96062,42.8479,"Scilla hyacinthoides",2022-03-15,NA
35.300436,32.875484,"Scilla hyacinthoides",2022-03-16,NA
34.874124,32.389954,"Scilla hyacinthoides",2022-03-21,NA
34.664046,31.506286,"Scilla hyacinthoides",2022-03-28,NA
35.022317,31.75475,"Scilla hyacinthoides",2022-03-30,NA
35.420667,32.888255,"Scilla hyacinthoides",2022-03-09,NA
35.225251,32.912749,"Scilla hyacinthoides",2022-03-08,NA
34.958143,32.07696,"Scilla hyacinthoides",2022-03-10,NA
34.958837,32.082616,"Scilla hyacinthoides",2022-03-19,NA
35.265076,32.951625,"Scilla hyacinthoides",2022-03-31,NA
34.406234,31.404697,"Scilla hyacinthoides",2022-03-31,NA
34.995195,32.09408,"Scilla hyacinthoides",2022-03-07,NA
34.868759,32.395161,"Scilla hyacinthoides",2022-03-12,NA
34.988583,32.139835,"Scilla hyacinthoides",2022-03-14,NA
35.008415,32.084632,"Scilla hyacinthoides",2022-03-07,NA
35.26153,32.874786,"Scilla hyacinthoides",2022-03-16,NA
35.267092,32.882844,"Scilla hyacinthoides",2022-03-16,NA
35.291425,32.883777,"Scilla hyacinthoides",2022-03-16,NA
35.059024,32.742031,"Scilla hyacinthoides",2022-03-31,NA
34.982373,32.139626,"Scilla hyacinthoides",2022-03-25,NA
34.683952,31.523134,"Scilla hyacinthoides",2022-03-01,NA
34.986356,32.09145,"Scilla hyacinthoides",2022-03-07,NA
34.99481,32.091338,"Scilla hyacinthoides",2022-03-07,NA
34.994867,32.079912,"Scilla hyacinthoides",2022-03-07,NA
34.995934,32.062717,"Scilla hyacinthoides",2022-03-09,NA
34.994994,32.080057,"Scilla hyacinthoides",2022-03-07,NA
34.994673,32.062778,"Scilla hyacinthoides",2022-03-09,NA
35.030227,32.13364,"Scilla hyacinthoides",2022-03-26,NA
35.022833,31.755057,"Scilla hyacinthoides",2022-03-30,NA
35.557052,33.199556,"Scilla hyacinthoides",2022-03-31,NA
35.124831,31.795329,"Scilla hyacinthoides",2022-03-10,NA
34.994835,32.070885,"Scilla hyacinthoides",2022-03-07,NA
35.030824,32.013783,"Scilla hyacinthoides",2022-03-08,NA
35.556756,33.200711,"Scilla hyacinthoides",2022-03-31,NA
34.869281,32.394784,"Scilla hyacinthoides",2022-03-12,NA
34.913157,32.111746,"Scilla hyacinthoides",2022-03-16,NA
34.847352,32.260118,"Scilla hyacinthoides",2022-03-22,NA
35.556488,33.200801,"Scilla hyacinthoides",2022-03-31,NA
34.807022,32.092511,"Scilla hyacinthoides",2022-04-12,14
35.220809,32.918216,"Scilla hyacinthoides",2022-04-07,9
35.198147,31.758947,"Scilla hyacinthoides",2022-04-19,7
35.723088,33.251209,"Scilla hyacinthoides",2022-04-08,8
35.313611,32.919167,"Scilla hyacinthoides",2022-04-07,313
35.077726,31.737126,"Scilla hyacinthoides",2022-04-25,1702
27.958503,36.191791,"Scilla hyacinthoides",2022-04-23,977
5.019241,43.561329,"Scilla hyacinthoides",2022-04-24,320
35.077726,31.737126,"Scilla hyacinthoides",2022-04-25,1702
35.077726,31.737126,"Scilla hyacinthoides",2022-04-25,1702
3.877965,43.648467,"Scilla hyacinthoides",2022-04-30,NA
35.028856,32.754792,"Scilla hyacinthoides",2022-04-30,4
35.244327,32.724808,"Scilla hyacinthoides",2022-04-16,17
35.031668,32.753176,"Scilla hyacinthoides",2022-04-27,8
35.040984,31.710013,"Scilla hyacinthoides",2022-04-26,44
6.495748,43.535905,"Scilla hyacinthoides",2022-04-26,1000
35.676538,33.235578,"Scilla hyacinthoides",2022-04-07,15
-6.66448,37.874082,"Scilla hyacinthoides",2022-04-26,634
35.142925,31.760917,"Scilla hyacinthoides",2022-04-21,1953
34.973197,32.100905,"Scilla hyacinthoides",2022-04-10,585
3.57745,43.65177,"Scilla hyacinthoides",2022-04-05,10
34.979211,32.66894,"Scilla hyacinthoides",2022-04-19,9
35.456551,32.936456,"Scilla hyacinthoides",2022-04-06,8
34.986321,32.141652,"Scilla hyacinthoides",2022-04-10,NA
35.287041,32.93798,"Scilla hyacinthoides",2022-04-10,NA
35.316459,32.905496,"Scilla hyacinthoides",2022-04-11,NA
35.072862,31.70301,"Scilla hyacinthoides",2022-04-01,NA
35.074713,31.699287,"Scilla hyacinthoides",2022-04-17,NA
35.332532,32.82909,"Scilla hyacinthoides",2022-04-07,NA
35.028751,32.754859,"Scilla hyacinthoides",2022-04-09,NA
34.994133,31.882108,"Scilla hyacinthoides",2022-04-04,NA
34.993436,31.881891,"Scilla hyacinthoides",2022-04-05,NA
35.331526,32.879937,"Scilla hyacinthoides",2022-04-26,NA
35.275548,32.887258,"Scilla hyacinthoides",2022-04-13,NA
34.985974,32.096148,"Scilla hyacinthoides",2022-04-18,NA
35.259318,33.048061,"Scilla hyacinthoides",2022-04-22,NA
35.335102,32.884721,"Scilla hyacinthoides",2022-04-26,NA
35.075726,31.69909,"Scilla hyacinthoides",2022-04-17,NA
35.082683,31.775654,"Scilla hyacinthoides",2022-04-06,NA
34.955063,32.079984,"Scilla hyacinthoides",2022-04-28,NA
35.230305,32.832165,"Scilla hyacinthoides",2022-04-13,NA
35.336231,32.896334,"Scilla hyacinthoides",2022-04-20,NA
35.33941,32.885727,"Scilla hyacinthoides",2022-04-20,NA
34.800576,31.880829,"Scilla hyacinthoides",2022-04-03,NA
35.261732,32.840522,"Scilla hyacinthoides",2022-04-04,NA
35.681378,33.240508,"Scilla hyacinthoides",2022-04-06,NA
35.082662,31.775907,"Scilla hyacinthoides",2022-04-06,NA
34.984949,32.139278,"Scilla hyacinthoides",2022-04-12,NA
35.211379,32.815865,"Scilla hyacinthoides",2022-04-13,NA
35.31445,32.888772,"Scilla hyacinthoides",2022-04-13,NA
35.349366,32.8766,"Scilla hyacinthoides",2022-04-13,NA
35.151822,32.7681,"Scilla hyacinthoides",2022-04-05,NA
35.173714,33.039846,"Scilla hyacinthoides",2022-04-20,NA
35.244174,32.724967,"Scilla hyacinthoides",2022-04-16,NA
35.322607,32.899071,"Scilla hyacinthoides",2022-04-20,NA
34.994154,31.882036,"Scilla hyacinthoides",2022-04-05,NA
34.994112,31.881973,"Scilla hyacinthoides",2022-04-04,NA
34.959907,32.098751,"Scilla hyacinthoides",2022-04-11,NA
34.985768,32.089366,"Scilla hyacinthoides",2022-04-11,NA
35.27976,32.83787,"Scilla hyacinthoides",2022-04-13,NA
35.471858,32.973896,"Scilla hyacinthoides",2022-04-14,NA
35.044388,31.711175,"Scilla hyacinthoides",2022-04-26,NA
35.316852,32.903395,"Scilla hyacinthoides",2022-04-11,NA
35.32987,32.895159,"Scilla hyacinthoides",2022-04-20,NA
35.450349,32.878137,"Scilla hyacinthoides",2022-04-28,NA
34.994164,31.882063,"Scilla hyacinthoides",2022-04-05,NA
35.083286,31.775204,"Scilla hyacinthoides",2022-04-03,NA
34.994143,31.882108,"Scilla hyacinthoides",2022-04-04,NA
35.316801,32.905496,"Scilla hyacinthoides",2022-04-11,NA
34.807041,32.19287,"Scilla hyacinthoides",2022-04-12,NA
35.075524,32.738289,"Scilla hyacinthoides",2022-04-12,NA
35.071858,31.697075,"Scilla hyacinthoides",2022-04-17,NA
34.806761,32.193952,"Scilla hyacinthoides",2022-04-12,NA
35.050754,31.701813,"Scilla hyacinthoides",2022-04-15,NA
35.28774,33.056792,"Scilla hyacinthoides",2022-04-29,NA
6.187677,43.094739,"Scilla hyacinthoides",2022-05-03,27537
34.875713,32.305796,"Scilla hyacinthoides",2022-05-05,119
-0.53683,42.84783,"Scilla hyacinthoides",2022-05-04,NA
3.52522,43.58806,"Scilla hyacinthoides",2022-05-02,NA
3.871541,43.614351,"Scilla hyacinthoides",2022-05-08,43
34.868812,32.395134,"Scilla hyacinthoides",2022-05-11,NA
35.08132,31.721001,"Scilla hyacinthoides",2022-05-17,NA
35.177009,32.417319,"Scilla hyacinthoides",2022-05-04,NA
35.124842,31.79533,"Scilla hyacinthoides",2022-05-01,NA
34.970959,32.101775,"Scilla hyacinthoides",2022-05-03,NA
34.93642,32.193048,"Scilla hyacinthoides",2022-05-08,NA
35.234848,32.747891,"Scilla hyacinthoides",2022-05-04,NA
35.296166,32.973138,"Scilla hyacinthoides",2022-05-01,NA
34.983352,32.089533,"Scilla hyacinthoides",2022-05-07,NA
35.657756,33.228875,"Scilla hyacinthoides",2022-05-12,NA
34.974382,32.075855,"Scilla hyacinthoides",2022-05-03,NA
35.39242,32.918029,"Scilla hyacinthoides",2022-05-12,NA
34.991328,32.043925,"Scilla hyacinthoides",2022-05-25,NA
34.932684,32.10363,"Scilla hyacinthoides",2022-06-23,24
35.755108,33.317074,"Scilla hyacinthoides",2022-06-14,NA
34.932271,32.104584,"Scilla hyacinthoides",2022-06-23,NA
35.744267,33.312632,"Scilla hyacinthoides",2022-06-14,NA
35.372127,32.905443,"Scilla hyacinthoides",2022-06-08,NA
35.161501,32.227484,"Scilla hyacinthoides",2022-06-20,NA
34.942282,32.053004,"Scilla hyacinthoides",2022-09-08,NA
34.942154,32.053391,"Scilla hyacinthoides",2022-09-08,NA
35.197904,33.084139,"Scilla hyacinthoides",2022-09-28,NA
34.96664,31.377497,"Scilla hyacinthoides",2022-10-30,NA
35.025678,32.759667,"Scilla hyacinthoides",2022-11-08,75
35.202971,33.056089,"Scilla hyacinthoides",2022-11-16,NA
35.174806,33.039558,"Scilla hyacinthoides",2022-11-23,NA
35.028522,32.76592,"Scilla hyacinthoides",2022-12-08,5
35.558631,33.138979,"Scilla hyacinthoides",2022-12-14,NA
34.984277,32.079416,"Scilla hyacinthoides",2022-12-01,NA
35.558524,33.13907,"Scilla hyacinthoides",2022-12-14,NA
35.558472,33.139277,"Scilla hyacinthoides",2022-12-14,NA
3.89023,43.6292,"Scilla hyacinthoides",2021-01-24,10
35.144987,31.797604,"Scilla hyacinthoides",2021-01-05,NA
34.941657,32.05274,"Scilla hyacinthoides",2021-02-28,4
34.938998,32.523466,"Scilla hyacinthoides",2021-02-27,NA
35.142442,31.797837,"Scilla hyacinthoides",2021-02-02,NA
35.096958,31.719389,"Scilla hyacinthoides",2021-03-17,755
35.077726,31.737125,"Scilla hyacinthoides",2021-03-30,1705
35.206147,31.77919,"Scilla hyacinthoides",2021-03-30,187
34.993055,32.098311,"Scilla hyacinthoides",2021-03-20,8
35.274755,32.908918,"Scilla hyacinthoides",2021-03-10,48
35.007663,31.782142,"Scilla hyacinthoides",2021-03-17,NA
35.299114,32.91909,"Scilla hyacinthoides",2021-03-28,NA
34.974775,32.134797,"Scilla hyacinthoides",2021-03-18,NA
34.663864,31.5067,"Scilla hyacinthoides",2021-03-19,NA
34.984683,32.130774,"Scilla hyacinthoides",2021-03-18,NA
34.98434,32.132433,"Scilla hyacinthoides",2021-03-18,NA
34.934204,32.106346,"Scilla hyacinthoides",2021-03-20,NA
35.039741,31.809037,"Scilla hyacinthoides",2021-03-26,NA
34.66394,31.506304,"Scilla hyacinthoides",2021-03-19,NA
34.976514,32.134601,"Scilla hyacinthoides",2021-03-21,NA
34.663591,31.506582,"Scilla hyacinthoides",2021-03-28,NA
35.557881,33.200491,"Scilla hyacinthoides",2021-03-21,NA
34.800564,31.881289,"Scilla hyacinthoides",2021-03-02,NA
34.993584,32.062082,"Scilla hyacinthoides",2021-03-15,NA
35.049847,31.707944,"Scilla hyacinthoides",2021-03-31,NA
34.984319,32.13237,"Scilla hyacinthoides",2021-03-18,NA
34.684005,31.523116,"Scilla hyacinthoides",2021-03-24,NA
34.968965,32.06129,"Scilla hyacinthoides",2021-03-25,NA
34.936133,31.957337,"Scilla hyacinthoides",2021-03-21,NA
35.046011,31.705586,"Scilla hyacinthoides",2021-03-31,NA
35.297206,32.873421,"Scilla hyacinthoides",2021-03-31,NA
35.295027,32.87372,"Scilla hyacinthoides",2021-03-31,NA
35.192397,33.024044,"Scilla hyacinthoides",2021-03-31,NA
35.296534,32.8739,"Scilla hyacinthoides",2021-03-31,NA
35.296618,32.872998,"Scilla hyacinthoides",2021-03-31,NA
35.297121,32.87352,"Scilla hyacinthoides",2021-03-31,NA
35.295924,32.873043,"Scilla hyacinthoides",2021-03-31,NA
35.296352,32.873945,"Scilla hyacinthoides",2021-03-31,NA
35.297666,32.873114,"Scilla hyacinthoides",2021-03-31,NA
35.192397,33.024044,"Scilla hyacinthoides",2021-03-31,NA
35.297346,32.873656,"Scilla hyacinthoides",2021-03-31,NA
35.294536,32.874523,"Scilla hyacinthoides",2021-03-31,NA
35.295614,32.873008,"Scilla hyacinthoides",2021-03-31,NA
35.190952,33.024467,"Scilla hyacinthoides",2021-03-31,NA
35.296128,32.873981,"Scilla hyacinthoides",2021-03-31,NA
35.29476,32.874171,"Scilla hyacinthoides",2021-03-31,NA
35.295285,32.875091,"Scilla hyacinthoides",2021-03-31,NA
34.684037,31.523116,"Scilla hyacinthoides",2021-03-19,NA
34.663706,31.506663,"Scilla hyacinthoides",2021-03-19,NA
35.681671,33.239217,"Scilla hyacinthoides",2021-03-12,NA
35.295637,32.874396,"Scilla hyacinthoides",2021-03-31,NA
35.295262,32.873666,"Scilla hyacinthoides",2021-03-31,NA
35.295283,32.873224,"Scilla hyacinthoides",2021-03-31,NA
35.190406,33.02417,"Scilla hyacinthoides",2021-03-31,NA
34.927711,32.272035,"Scilla hyacinthoides",2021-04-02,NA
34.927177,32.272159,"Scilla hyacinthoides",2021-04-10,4
34.879156,32.305312,"Scilla hyacinthoides",2021-04-15,31
35.569935,33.018521,"Scilla hyacinthoides",2021-04-01,195
6.48213,43.54044,"Scilla hyacinthoides",2021-04-30,NA
34.805898,32.096255,"Scilla hyacinthoides",2021-04-01,31
35.569942,33.018006,"Scilla hyacinthoides",2021-04-03,32
2.37576,43.01024,"Scilla hyacinthoides",2021-04-15,NA
3.57389,43.64453,"Scilla hyacinthoides",2021-04-24,10
34.991178,32.113281,"Scilla hyacinthoides",2021-04-07,NA
35.086815,32.695216,"Scilla hyacinthoides",2021-04-16,NA
34.990422,32.055773,"Scilla hyacinthoides",2021-04-20,NA
34.838248,32.259849,"Scilla hyacinthoides",2021-04-04,NA
34.991595,32.11183,"Scilla hyacinthoides",2021-04-07,NA
35.142791,31.797783,"Scilla hyacinthoides",2021-04-08,NA
35.527785,32.939211,"Scilla hyacinthoides",2021-04-12,NA
35.143498,31.797441,"Scilla hyacinthoides",2021-04-08,NA
34.993681,32.079964,"Scilla hyacinthoides",2021-04-19,NA
36.247574,35.271832,"Scilla hyacinthoides",2021-05-12,NA
2.58023,45.05975,"Scilla hyacinthoides",2021-05-31,NA
34.983634,32.100066,"Scilla hyacinthoides",2021-12-11,NA
34.925126,32.30377,"Scilla hyacinthoides",2021-12-12,NA
34.984577,32.099897,"Scilla hyacinthoides",2020-01-30,NA
34.973295,32.078576,"Scilla hyacinthoides",2020-01-16,NA
34.892994,32.242483,"Scilla hyacinthoides",2020-02-28,NA
34.879844,32.306328,"Scilla hyacinthoides",2020-03-05,15
35.027634,32.757172,"Scilla hyacinthoides",2020-03-15,1114
35.029236,32.754462,"Scilla hyacinthoides",2020-03-15,10
35.471795,32.898687,"Scilla hyacinthoides",2020-03-15,24
34.99295,31.707531,"Scilla hyacinthoides",2020-03-22,NA
34.878068,32.305901,"Scilla hyacinthoides",2020-03-23,15
3.89445,43.6385,"Scilla hyacinthoides",2020-03-29,10
35.107275,32.846025,"Scilla hyacinthoides",2020-03-23,NA
34.862711,32.251089,"Scilla hyacinthoides",2020-03-18,NA
35.145029,32.759531,"Scilla hyacinthoides",2020-03-09,NA
34.913578,32.119187,"Scilla hyacinthoides",2020-03-15,NA
34.836651,32.253252,"Scilla hyacinthoides",2020-03-29,NA
34.879046,32.306482,"Scilla hyacinthoides",2020-03-05,NA
34.880314,32.305151,"Scilla hyacinthoides",2020-03-05,NA
34.878727,32.306626,"Scilla hyacinthoides",2020-03-05,NA
34.879986,32.304979,"Scilla hyacinthoides",2020-03-05,NA
34.877073,32.306044,"Scilla hyacinthoides",2020-03-05,NA
34.87732,32.30517,"Scilla hyacinthoides",2020-03-23,NA
34.877653,32.30408,"Scilla hyacinthoides",2020-03-05,NA
34.880271,32.305241,"Scilla hyacinthoides",2020-03-05,NA
34.877168,32.303159,"Scilla hyacinthoides",2020-03-05,NA
34.878908,32.306464,"Scilla hyacinthoides",2020-03-05,NA
34.880384,32.306305,"Scilla hyacinthoides",2020-03-05,NA
34.877193,32.304936,"Scilla hyacinthoides",2020-03-05,NA
34.877785,32.305713,"Scilla hyacinthoides",2020-03-23,NA
34.877594,32.305667,"Scilla hyacinthoides",2020-03-23,NA
34.875722,32.306546,"Scilla hyacinthoides",2020-03-05,NA
34.879644,32.305474,"Scilla hyacinthoides",2020-03-23,NA
34.878197,32.303342,"Scilla hyacinthoides",2020-03-05,NA
34.87977,32.305943,"Scilla hyacinthoides",2020-03-05,NA
34.879576,32.303742,"Scilla hyacinthoides",2020-03-05,NA
34.879385,32.306555,"Scilla hyacinthoides",2020-03-05,NA
34.880184,32.305926,"Scilla hyacinthoides",2020-03-05,NA
34.877405,32.305117,"Scilla hyacinthoides",2020-03-23,NA
34.877616,32.305613,"Scilla hyacinthoides",2020-03-23,NA
34.878954,32.305589,"Scilla hyacinthoides",2020-03-23,NA
34.880133,32.305322,"Scilla hyacinthoides",2020-03-05,NA
34.877971,32.304351,"Scilla hyacinthoides",2020-03-05,NA
34.879283,32.305482,"Scilla hyacinthoides",2020-03-23,NA
34.879229,32.302804,"Scilla hyacinthoides",2020-03-05,NA
34.880037,32.305421,"Scilla hyacinthoides",2020-03-05,NA
34.875669,32.306474,"Scilla hyacinthoides",2020-03-05,NA
34.857953,32.221273,"Scilla hyacinthoides",2020-03-19,NA
34.878922,32.305643,"Scilla hyacinthoides",2020-03-23,NA
34.879608,32.30661,"Scilla hyacinthoides",2020-03-05,NA
34.878306,32.305633,"Scilla hyacinthoides",2020-03-23,NA
34.873025,32.156753,"Scilla hyacinthoides",2020-04-06,8
34.872756,32.156996,"Scilla hyacinthoides",2020-04-06,15
35.028607,32.755069,"Scilla hyacinthoides",2020-04-20,40
6.933774,43.632492,"Scilla hyacinthoides",2020-04-13,NA
35.108413,32.726644,"Scilla hyacinthoides",2020-04-15,618
34.857114,32.222115,"Scilla hyacinthoides",2020-04-27,31
4.298259,43.927358,"Scilla hyacinthoides",2020-04-26,39
35.076383,31.697232,"Scilla hyacinthoides",2020-04-06,NA
34.990443,32.055701,"Scilla hyacinthoides",2020-04-14,NA
35.468976,32.972369,"Scilla hyacinthoides",2020-04-02,NA
35.558411,33.193655,"Scilla hyacinthoides",2020-04-04,NA
35.068521,31.699957,"Scilla hyacinthoides",2020-04-15,NA
34.975424,32.06178,"Scilla hyacinthoides",2020-04-01,NA
35.202857,32.833547,"Scilla hyacinthoides",2020-04-05,NA
35.083021,31.775429,"Scilla hyacinthoides",2020-04-18,NA
35.289867,32.941828,"Scilla hyacinthoides",2020-04-02,NA
35.279429,33.028638,"Scilla hyacinthoides",2020-04-28,NA
35.023355,31.785179,"Scilla hyacinthoides",2020-04-12,NA
34.968093,32.099876,"Scilla hyacinthoides",2020-04-21,NA
35.289664,32.941774,"Scilla hyacinthoides",2020-04-02,NA
35.557907,33.196181,"Scilla hyacinthoides",2020-04-04,NA
35.20274,32.833917,"Scilla hyacinthoides",2020-04-05,NA
35.325114,32.879421,"Scilla hyacinthoides",2020-04-11,NA
35.582096,33.270043,"Scilla hyacinthoides",2020-04-15,NA
34.663834,31.506529,"Scilla hyacinthoides",2020-04-10,NA
35.083095,31.775384,"Scilla hyacinthoides",2020-04-18,NA
35.254509,32.626983,"Scilla hyacinthoides",2020-04-01,NA
34.681035,31.547788,"Scilla hyacinthoides",2020-04-10,NA
34.683963,31.523116,"Scilla hyacinthoides",2020-04-10,NA
34.930036,32.111432,"Scilla hyacinthoides",2020-04-21,NA
35.555735,33.178723,"Scilla hyacinthoides",2020-04-04,NA
34.837825,32.264618,"Scilla hyacinthoides",2020-04-06,NA
34.941165,32.404404,"Scilla hyacinthoides",2020-04-09,NA
35.073003,31.715582,"Scilla hyacinthoides",2020-05-19,NA
1.574,42.90354,"Scilla hyacinthoides",2020-08-06,NA
149.132778,-35.355,"Scilla hyacinthoides",2020-10-14,NA
35.233163,32.851099,"Scilla hyacinthoides",2020-12-01,NA
34.921807,32.574899,"Scilla hyacinthoides",2020-12-08,NA
34.984429,32.099833,"Scilla hyacinthoides",2019-01-05,NA
35.065708,31.739996,"Scilla hyacinthoides",2019-01-27,NA
35.544221,33.181802,"Scilla hyacinthoides",2019-02-05,NA
35.059057,31.728346,"Scilla hyacinthoides",2019-02-24,NA
34.876944,32.304094,"Scilla hyacinthoides",2019-03-15,8
35.601173,33.27367,"Scilla hyacinthoides",2019-03-25,NA
35.689316,33.243458,"Scilla hyacinthoides",2019-03-26,NA
34.87705,32.303239,"Scilla hyacinthoides",2019-03-28,61
34.875128,32.362717,"Scilla hyacinthoides",2019-03-22,122
34.844765,32.288742,"Scilla hyacinthoides",2019-03-28,110
34.922774,32.270293,"Scilla hyacinthoides",2019-03-28,113
34.795639,32.135955,"Scilla hyacinthoides",2019-03-19,15
35.038761,32.64199,"Scilla hyacinthoides",2019-03-20,9317
35.017338,31.886547,"Scilla hyacinthoides",2019-03-23,170367
34.914943,32.112968,"Scilla hyacinthoides",2019-03-05,NA
35.083936,31.713094,"Scilla hyacinthoides",2019-03-17,NA
35.407135,32.774484,"Scilla hyacinthoides",2019-03-26,NA
35.451724,32.884608,"Scilla hyacinthoides",2019-03-23,NA
34.925124,32.286988,"Scilla hyacinthoides",2019-03-05,NA
35.085284,31.714872,"Scilla hyacinthoides",2019-03-17,NA
35.028483,32.755291,"Scilla hyacinthoides",2019-03-30,NA
34.890107,32.285734,"Scilla hyacinthoides",2019-03-25,NA
34.975622,32.135132,"Scilla hyacinthoides",2019-03-26,NA
35.461029,32.97629,"Scilla hyacinthoides",2019-03-27,NA
35.06246,31.731172,"Scilla hyacinthoides",2019-03-24,NA
35.050511,31.733873,"Scilla hyacinthoides",2019-03-17,NA
34.89728,32.258446,"Scilla hyacinthoides",2019-03-28,NA
34.890254,32.286239,"Scilla hyacinthoides",2019-03-25,NA
35.059318,31.727703,"Scilla hyacinthoides",2019-03-24,NA
34.920994,32.287331,"Scilla hyacinthoides",2019-03-28,NA
34.889381,32.286994,"Scilla hyacinthoides",2019-03-25,NA
34.876251,32.304221,"Scilla hyacinthoides",2019-03-28,NA
34.877455,32.305865,"Scilla hyacinthoides",2019-03-28,NA
35.126444,31.797946,"Scilla hyacinthoides",2019-03-19,NA
34.875893,32.30624,"Scilla hyacinthoides",2019-03-28,NA
35.305275,32.749195,"Scilla hyacinthoides",2019-04-03,5
34.914188,32.199107,"Scilla hyacinthoides",2019-04-06,29146
35.021557,32.75811,"Scilla hyacinthoides",2019-04-18,NA
35.730556,33.230835,"Scilla hyacinthoides",2019-04-23,NA
35.059881,31.710291,"Scilla hyacinthoides",2019-04-09,200
1.99761,42.78515,"Scilla hyacinthoides",2019-04-30,1
35.016963,31.761452,"Scilla hyacinthoides",2019-04-06,NA
35.053963,31.726356,"Scilla hyacinthoides",2019-04-07,NA
35.083265,31.774536,"Scilla hyacinthoides",2019-04-29,NA
34.828853,31.931715,"Scilla hyacinthoides",2019-04-21,NA
35.053204,31.726319,"Scilla hyacinthoides",2019-04-07,NA
35.066163,31.739122,"Scilla hyacinthoides",2019-04-22,NA
35.236674,33.04696,"Scilla hyacinthoides",2019-04-26,NA
35.0403,31.7798,"Scilla hyacinthoides",2019-04-22,NA
34.877455,32.305865,"Scilla hyacinthoides",2019-04-28,NA
34.875893,32.30624,"Scilla hyacinthoides",2019-04-28,NA
34.812389,32.135254,"Scilla hyacinthoides",2019-04-07,NA
34.857952,32.221489,"Scilla hyacinthoides",2019-04-10,NA
34.876251,32.304221,"Scilla hyacinthoides",2019-04-28,NA
1.85099,42.82051,"Scilla hyacinthoides",2019-05-02,1
36.249334,35.110326,"Scilla hyacinthoides",2019-05-24,1552
34.878186,32.392435,"Scilla hyacinthoides",2019-05-01,NA
35.448198,32.97471,"Scilla hyacinthoides",2019-05-08,NA
35.448604,32.974367,"Scilla hyacinthoides",2019-05-08,NA
35.071744,32.733091,"Scilla hyacinthoides",2019-05-09,NA
35.44793,32.974377,"Scilla hyacinthoides",2019-05-08,NA
35.458764,32.96249,"Scilla hyacinthoides",2019-05-14,NA
2.14406,42.74959,"Scilla hyacinthoides",2019-08-01,1
34.975126,32.138549,"Scilla hyacinthoides",2018-01-06,NA
34.865148,32.243485,"Scilla hyacinthoides",2018-01-28,NA
34.838205,32.259849,"Scilla hyacinthoides",2018-01-29,NA
35.290752,32.98279,"Scilla hyacinthoides",2018-02-14,NA
35.643578,33.216961,"Scilla hyacinthoides",2018-02-21,NA
34.818698,32.174862,"Scilla hyacinthoides",2018-02-20,NA
34.9046,32.291513,"Scilla hyacinthoides",2018-02-24,NA
35.424766,32.743571,"Scilla hyacinthoides",2018-02-25,NA
35.290005,32.762419,"Scilla hyacinthoides",2018-02-15,NA
35.41365,32.840026,"Scilla hyacinthoides",2018-02-22,NA
35.452145,32.851768,"Scilla hyacinthoides",2018-02-22,NA
35.69278,33.242779,"Scilla hyacinthoides",2018-03-07,NA
35.690327,33.166947,"Scilla hyacinthoides",2018-03-10,8
34.818891,32.213773,"Scilla hyacinthoides",2018-03-10,8256
5.88881,43.17554,"Scilla hyacinthoides",2018-03-12,5000
3.89652,43.63714,"Scilla hyacinthoides",2018-03-17,10
34.858297,32.228497,"Scilla hyacinthoides",2018-03-18,NA
35.072194,31.705615,"Scilla hyacinthoides",2018-03-26,NA
35.569161,33.018354,"Scilla hyacinthoides",2018-03-18,NA
35.574161,33.0803,"Scilla hyacinthoides",2018-03-25,NA
35.028719,32.754796,"Scilla hyacinthoides",2018-03-15,NA
35.074032,31.704057,"Scilla hyacinthoides",2018-03-26,NA
35.065543,31.709117,"Scilla hyacinthoides",2018-03-26,NA
35.681778,33.239181,"Scilla hyacinthoides",2018-03-07,NA
35.263568,32.950833,"Scilla hyacinthoides",2018-03-08,NA
34.859306,32.22831,"Scilla hyacinthoides",2018-03-18,NA
34.857072,32.229936,"Scilla hyacinthoides",2018-03-18,NA
34.856404,32.22979,"Scilla hyacinthoides",2018-03-18,NA
35.26421,32.951923,"Scilla hyacinthoides",2018-03-17,NA
34.874425,32.368646,"Scilla hyacinthoides",2018-03-25,NA
35.41365,32.840026,"Scilla hyacinthoides",2018-03-22,NA
35.452145,32.851768,"Scilla hyacinthoides",2018-03-22,NA
35.290005,32.762419,"Scilla hyacinthoides",2018-03-15,NA
35.137973,32.7628,"Scilla hyacinthoides",2018-03-21,NA
35.425539,32.840664,"Scilla hyacinthoides",2018-03-21,NA
35.139606,32.762477,"Scilla hyacinthoides",2018-03-21,NA
34.98533,32.099862,"Scilla hyacinthoides",2018-03-03,NA
34.858087,32.228036,"Scilla hyacinthoides",2018-03-18,NA
35.138689,32.761096,"Scilla hyacinthoides",2018-03-21,NA
35.496703,32.967623,"Scilla hyacinthoides",2018-04-03,8
5.06412,44.1846,"Scilla hyacinthoides",2018-04-27,5000
5.42044,43.29169,"Scilla hyacinthoides",2018-04-30,12359
7.03114,43.67936,"Scilla hyacinthoides",2018-04-28,5000
6.93195,43.65594,"Scilla hyacinthoides",2018-04-24,4699
6.37471,43.0714,"Scilla hyacinthoides",2018-04-16,5000
6.37471,43.0714,"Scilla hyacinthoides",2018-04-10,5000
